city,customer_id,email,first_name,last_name,phone,state,street,zip_code
Long Beach,549,elmo.arnold@aol.com,Elmo,Arnold,(562) 841-9339,NY,7616 Lyme Rd.,11561
Lockport,550,felicidad.golden@yahoo.com,Felicidad,Golden,None,NY,9712 Coffee Ave.,14094
Fort Worth,551,jenine.crane@msn.com,Jenine,Crane,(682) 183-6555,TX,7381 Alderwood Drive,76110
Banning,552,lea.key@yahoo.com,Lea,Key,None,CA,7 Ocean St.,92220
Rocklin,553,rory.cooper@gmail.com,Rory,Cooper,None,CA,459 West Street,95677
Campbell,554,hilde.nieves@gmail.com,Hilde,Nieves,None,CA,9437 Fordham Lane,95008
Forney,555,marry.benjamin@yahoo.com,Marry,Benjamin,None,TX,33 Amerige Street,75126
Monroe,556,vernell.goff@msn.com,Vernell,Goff,None,NY,77 Cobblestone St.,10950
Mount Vernon,557,erlene.cook@gmail.com,Erlene,Cook,None,NY,89 Blue Spring Street,10550
Monroe,558,carroll.kelly@yahoo.com,Carroll,Kelly,None,NY,346 Grant Circle,10950
Brentwood,559,basilia.thornton@hotmail.com,Basilia,Thornton,(631) 592-9548,NY,9033 Pine Dr.,11717
Forney,560,tricia.daniels@gmail.com,Tricia,Daniels,None,TX,8628 Crescent Court,75126
San Lorenzo,561,kandace.hughes@hotmail.com,Kandace,Hughes,None,CA,482 Ryan Ave.,94580
Upland,562,alejandro.norman@yahoo.com,Alejandro,Norman,None,CA,8918 Marsh Lane,91784
Richmond Hill,563,rodney.odom@yahoo.com,Rodney,Odom,None,NY,7782 North Deerfield Lane,11418
Farmingdale,564,bettie.pierce@gmail.com,Bettie,Pierce,None,NY,787 North Vernon Lane,11735
San Angelo,565,dagny.owen@hotmail.com,Dagny,Owen,None,TX,8028 Thompson Drive,76901
Lake Jackson,566,cinthia.poole@aol.com,Cinthia,Poole,None,TX,7 Central Ave.,77566
Longview,567,sheila.travis@yahoo.com,Sheila,Travis,None,TX,9285 Front St.,75604
West Islip,568,arcelia.vinson@gmail.com,Arcelia,Vinson,None,NY,40 Dogwood St.,11795
Santa Monica,569,lucas.estes@yahoo.com,Lucas,Estes,None,CA,99 Old Church St.,90403
Saint Albans,570,marissa.summers@msn.com,Marissa,Summers,None,NY,81 Carpenter St.,11412
Palos Verdes Peninsula,571,kaley.blanchard@msn.com,Kaley,Blanchard,None,CA,74 Evergreen Court,90274
Auburn,572,wm.pope@msn.com,Wm,Pope,None,NY,212 Marsh Court,13021
Troy,573,rubye.mccall@hotmail.com,Rubye,Mccall,(248) 764-3359,NY,71 Sherwood Dr.,12180
Encino,574,adriene.rivera@hotmail.com,Adriene,Rivera,None,CA,973 Yukon Avenue,91316
Jamaica,575,laurence.christian@gmail.com,Laurence,Christian,None,NY,2 Maple St.,11432
El Paso,576,shirely.stanley@gmail.com,Shirely,Stanley,(915) 437-6113,TX,73 White Avenue,79930
Rocklin,577,danille.mcfarland@msn.com,Danille,Mcfarland,None,CA,14 Tailwater St.,95677
San Lorenzo,578,salena.day@msn.com,Salena,Day,None,CA,8067 Park Court,94580
Harlingen,579,matilda.larson@hotmail.com,Matilda,Larson,None,TX,336 Saxon Court,78552
Los Angeles,580,mellisa.kim@aol.com,Mellisa,Kim,(424) 151-6481,CA,17 Lyme Dr.,90008
Santa Clara,581,vonda.berger@yahoo.com,Vonda,Berger,None,CA,615 S. Proctor Ave.,95050
Jackson Heights,582,soledad.moses@yahoo.com,Soledad,Moses,None,NY,85 Hickory Ave.,11372
Long Beach,583,lashandra.turner@hotmail.com,Lashandra,Turner,(562) 327-9469,NY,11 Marlborough Rd.,11561
El Paso,584,lynne.anderson@msn.com,Lynne,Anderson,(915) 789-6666,TX,325 Inverness St.,79930
Rocklin,585,chasidy.webster@msn.com,Chasidy,Webster,None,CA,8296 S. Lookout Lane,95677
Monsey,586,ulysses.gaines@aol.com,Ulysses,Gaines,None,NY,22 Gregory Lane,10952
Carmel,587,euna.lopez@gmail.com,Euna,Lopez,None,NY,7979 South Mountainview Ave.,10512
Valley Stream,588,cherelle.key@msn.com,Cherelle,Key,None,NY,7739 Snake Hill Lane,11580
Pleasanton,589,jeffry.church@msn.com,Jeffry,Church,None,CA,426 Grandrose Ave.,94566
Baldwin,590,cyndi.dyer@msn.com,Cyndi,Dyer,None,NY,313 West Argyle Ave.,11510
Hicksville,591,danilo.holmes@gmail.com,Danilo,Holmes,None,NY,657 Manor Station Dr.,11801
Centereach,592,joni.lee@gmail.com,Joni,Lee,None,NY,8573 Proctor Street,11720
Smithtown,593,antony.atkinson@msn.com,Antony,Atkinson,None,NY,680 East Birchwood Lane,11787
Lindenhurst,594,deanne.parsons@aol.com,Deanne,Parsons,None,NY,76 Amherst Drive,11757
Ithaca,595,frederica.rojas@yahoo.com,Frederica,Rojas,None,NY,7835 West Jockey Hollow Rd.,14850
Hamburg,596,emelda.dickerson@aol.com,Emelda,Dickerson,None,NY,7457 6th St.,14075
Maspeth,597,rudolf.moran@gmail.com,Rudolf,Moran,None,NY,5 Birchwood Rd.,11378
Depew,598,benito.hendrix@gmail.com,Benito,Hendrix,None,NY,676 S. Bowman Lane,14043
Amarillo,599,jonell.rivas@msn.com,Jonell,Rivas,None,TX,8415 East High Point St.,79106
San Diego,600,joi.reeves@msn.com,Joi,Reeves,(619) 952-9613,CA,9101 Williams Court,92111
Encino,601,leland.mcdowell@gmail.com,Leland,Mcdowell,None,CA,8034 E. Washington Lane,91316
Amarillo,602,delaine.estes@yahoo.com,Delaine,Estes,None,TX,8916 Hartford Rd.,79106
New Hyde Park,603,genevieve.juarez@gmail.com,Genevieve,Juarez,None,NY,93 Goldfield Drive,11040
Amityville,604,kylee.dickson@gmail.com,Kylee,Dickson,None,NY,7908 Sherwood Street,11701
New Rochelle,605,renita.henry@msn.com,Renita,Henry,None,NY,474 Woodland Ave.,10801
Wappingers Falls,606,sarah.kirkland@aol.com,Sarah,Kirkland,None,NY,42 N. Glendale Avenue,12590
Vista,607,paul.lester@gmail.com,Paul,Lester,None,CA,275 Clay St.,92083
Shirley,608,taisha.vang@yahoo.com,Taisha,Vang,None,NY,660 East Foster Lane,11967
Woodhaven,609,eliana.reese@hotmail.com,Eliana,Reese,None,NY,7079 NE. Cross Drive,11421
Jackson Heights,610,leonore.dorsey@yahoo.com,Leonore,Dorsey,None,NY,8213 South Branch Avenue,11372
Levittown,611,ashleigh.frank@gmail.com,Ashleigh,Frank,None,NY,9008 Plymouth Street,11756
Ballston Spa,612,gabriel.wagner@msn.com,Gabriel,Wagner,None,NY,7921 Manhattan Ave.,12020
Wantagh,613,margene.eaton@yahoo.com,Margene,Eaton,None,NY,43 Sugar Street,11793
Amsterdam,614,toshia.cardenas@gmail.com,Toshia,Cardenas,None,NY,878 Bayberry Street,12010
Fresh Meadows,615,jamika.blanchard@gmail.com,Jamika,Blanchard,None,NY,420 Cambridge Street,11365
Saratoga Springs,616,shery.acosta@yahoo.com,Shery,Acosta,None,NY,17 Canal Ave.,12866
Yorktown Heights,617,jenna.saunders@aol.com,Jenna,Saunders,None,NY,4 Young St.,10598
Richmond Hill,618,skye.pope@yahoo.com,Skye,Pope,None,NY,121 S. Bay Meadows Ave.,11418
Anaheim,619,ana.palmer@yahoo.com,Ana,Palmer,(657) 323-8684,CA,7 Buckingham St.,92806
Jamaica,620,eric.hardin@gmail.com,Eric,Hardin,None,NY,39 S. Parker Drive,11432
San Lorenzo,621,basil.ballard@yahoo.com,Basil,Ballard,None,CA,7477 Belmont Ave.,94580
Clifton Park,622,gabriel.pitts@gmail.com,Gabriel,Pitts,None,NY,8462 Marshall Drive,12065
Coram,623,cayla.johnson@msn.com,Cayla,Johnson,None,NY,7091 Rockaway Avenue,11727
Long Beach,624,sharika.colon@gmail.com,Sharika,Colon,(562) 452-6136,NY,509 Henry Smith St.,11561
Webster,625,donnetta.henson@hotmail.com,Donnetta,Henson,None,NY,2 Tallwood Drive,14580
Schenectady,626,leigh.burke@hotmail.com,Leigh,Burke,None,NY,7651 Creek St.,12302
Duarte,627,deloris.larson@aol.com,Deloris,Larson,None,CA,242 Branch Street,91010
Lockport,628,ehtel.cobb@hotmail.com,Ehtel,Cobb,None,NY,741 Rockville Drive,14094
Buffalo,629,evelina.byrd@msn.com,Evelina,Byrd,(716) 601-7704,NY,628 S. Church St.,14215
Amsterdam,630,zulema.browning@gmail.com,Zulema,Browning,None,NY,12 NW. Lafayette St.,12010
Ossining,631,tressa.weiss@msn.com,Tressa,Weiss,None,NY,52 Wild Rose Avenue,10562
Franklin Square,632,yvette.rogers@aol.com,Yvette,Rogers,None,NY,3 SE. Oklahoma Drive,11010
Anaheim,633,kiara.deleon@gmail.com,Kiara,Deleon,(657) 378-8011,CA,164 Addison Drive,92806
Carmel,634,taylor.cole@gmail.com,Taylor,Cole,None,NY,9408 Holly Lane,10512
Merrick,635,myrtie.james@yahoo.com,Myrtie,James,None,NY,566 North Livingston Ave.,11566
Floral Park,636,ashton.lott@hotmail.com,Ashton,Lott,None,NY,609 Windfall Lane,11001
Ossining,637,kara.higgins@aol.com,Kara,Higgins,None,NY,758 Jennings Street,10562
Poughkeepsie,638,tomeka.higgins@msn.com,Tomeka,Higgins,None,NY,591 W. Corona St.,12601
Maspeth,639,ronald.parsons@msn.com,Ronald,Parsons,None,NY,268 Pin Oak Rd.,11378
New City,640,allison.nolan@gmail.com,Allison,Nolan,(845) 276-5729,NY,7421 Victoria St.,10956
Glendora,641,derrick.marks@yahoo.com,Derrick,Marks,None,CA,7247 East Prairie Lane,91740
Webster,642,yang.roth@aol.com,Yang,Roth,None,NY,234 E. Shub Farm Ave.,14580
Floral Park,643,melba.wilkinson@gmail.com,Melba,Wilkinson,None,NY,255 Harvard Dr.,11001
Lindenhurst,644,valentin.mclaughlin@hotmail.com,Valentin,Mclaughlin,None,NY,56 Squaw Creek Street,11757
Brentwood,645,lewis.garner@gmail.com,Lewis,Garner,(631) 871-2512,NY,9550 East Greenrose St.,11717
South El Monte,646,ann.heath@msn.com,Ann,Heath,None,CA,413 East St.,91733
Richmond Hill,647,janelle.maldonado@gmail.com,Janelle,Maldonado,None,NY,34 Mammoth Street,11418
San Pablo,648,catrice.hicks@yahoo.com,Catrice,Hicks,None,CA,403 Inverness Street,94806
Ronkonkoma,649,eli.contreras@hotmail.com,Eli,Contreras,None,NY,35 Highland Ave.,11779
Ossining,650,rita.bailey@hotmail.com,Rita,Bailey,None,NY,69 Glenwood Street,10562
Wappingers Falls,651,laure.pena@yahoo.com,Laure,Pena,None,NY,9849 West Elmwood St.,12590
Troy,652,tilda.melton@msn.com,Tilda,Melton,(248) 767-4165,NY,237 Elmwood Drive,12180
Jamestown,653,florencio.davenport@yahoo.com,Florencio,Davenport,None,NY,8759 Brookside Ave.,14701
San Diego,654,eun.harris@gmail.com,Eun,Harris,(619) 378-2432,CA,623 Jones St.,92111
Scarsdale,655,marylyn.browning@msn.com,Marylyn,Browning,None,NY,915 Lakeshore Street,10583
Floral Park,656,romana.barnes@yahoo.com,Romana,Barnes,None,NY,9776 Shipley Rd.,11001
Baldwin,657,sam.lester@gmail.com,Sam,Lester,None,NY,563 South Beacon Lane,11510
Monsey,658,nicki.larson@yahoo.com,Nicki,Larson,None,NY,8317 West Leatherwood Dr.,10952
Port Chester,659,antonetta.rocha@yahoo.com,Antonetta,Rocha,None,NY,9858 Newcastle St.,10573
Ridgecrest,660,shara.pope@msn.com,Shara,Pope,None,CA,194 Amherst Dr.,93555
Monroe,661,trena.hudson@hotmail.com,Trena,Hudson,None,NY,135 Grand Ave.,10950
Scarsdale,662,loraine.sykes@yahoo.com,Loraine,Sykes,None,NY,9239 Windsor Ave.,10583
New Windsor,663,alissa.hood@gmail.com,Alissa,Hood,None,NY,8032 Maple Drive,12553
Corona,664,augustus.schmidt@msn.com,Augustus,Schmidt,None,NY,624 Jones Dr.,11368
Oakland,665,stacie.sims@hotmail.com,Stacie,Sims,(510) 194-5117,CA,47 Orange Ave.,94603
Floral Park,666,brittni.green@msn.com,Brittni,Green,None,NY,842 El Dorado Lane,11001
Richmond Hill,667,etsuko.garrison@yahoo.com,Etsuko,Garrison,None,NY,1 Arrowhead Street,11418
Lake Jackson,668,calandra.stanton@aol.com,Calandra,Stanton,None,TX,36 Livingston Dr.,77566
Harlingen,669,willis.randolph@yahoo.com,Willis,Randolph,None,TX,332 Constitution St.,78552
Liverpool,670,shawnda.glover@gmail.com,Shawnda,Glover,None,NY,138 Belmont Ave.,13090
Banning,671,jennette.baker@gmail.com,Jennette,Baker,None,CA,798 Marvon St.,92220
New Rochelle,672,elma.molina@msn.com,Elma,Molina,None,NY,8565 Devon Ave.,10801
Los Banos,673,adam.henderson@hotmail.com,Adam,Henderson,None,CA,167 James St.,93635
Saratoga Springs,674,ira.moore@gmail.com,Ira,Moore,None,NY,1 Pineknoll Court,12866
El Paso,675,kermit.bowman@gmail.com,Kermit,Bowman,(915) 996-5952,TX,3 Airport Street,79930
Lindenhurst,676,gayle.wilkinson@yahoo.com,Gayle,Wilkinson,None,NY,4 Riverside Ave.,11757
Helotes,677,launa.hull@yahoo.com,Launa,Hull,None,TX,936 Grove Street,78023
Whitestone,678,myron.johns@msn.com,Myron,Johns,None,NY,5 N. Woodsman Rd.,11357
West Babylon,679,tuan.wolfe@aol.com,Tuan,Wolfe,None,NY,7641 Oak Meadow Dr.,11704
New City,680,mathilda.pennington@gmail.com,Mathilda,Pennington,(845) 407-9524,NY,14 S. Argyle Ave.,10956
Holbrook,681,reatha.perez@aol.com,Reatha,Perez,None,NY,9917 1st St.,11741
Orchard Park,682,arnita.thomas@gmail.com,Arnita,Thomas,None,NY,154 2nd St.,14127
Merrick,683,amparo.burks@aol.com,Amparo,Burks,None,NY,7781 Augusta St.,11566
Niagara Falls,684,jenny.bell@hotmail.com,Jenny,Bell,None,NY,38 Crescent St.,14304
Forest Hills,685,laverne.craft@aol.com,Laverne,Craft,None,NY,829 N. Pierce Street,11375
Santa Clara,686,darcel.harmon@msn.com,Darcel,Harmon,None,CA,966 Hickory Street,95050
Desoto,687,cecilia.camacho@yahoo.com,Cecilia,Camacho,None,TX,682 Mountainview Rd.,75115
Campbell,688,pearlie.cochran@msn.com,Pearlie,Cochran,None,CA,23 Homewood Rd.,95008
Utica,689,deirdre.ryan@yahoo.com,Deirdre,Ryan,None,NY,83 Jefferson Lane,13501
Jackson Heights,690,yevette.elliott@aol.com,Yevette,Elliott,None,NY,182 Euclid Street,11372
Houston,691,ladawn.downs@yahoo.com,Ladawn,Downs,(281) 165-2090,TX,7452 S. Airport Court,77016
Astoria,692,dorothea.chang@gmail.com,Dorothea,Chang,None,NY,75 Oak Ave.,11102
Hempstead,693,merlin.foreman@msn.com,Merlin,Foreman,(516) 150-1321,NY,8198 North Rockaway St.,11550
North Tonawanda,694,lanie.dunn@gmail.com,Lanie,Dunn,None,NY,7583 Pilgrim Ave.,14120
Shirley,695,christoper.gould@aol.com,Christoper,Gould,None,NY,8718 South Constitution St.,11967
Encino,696,norine.huffman@aol.com,Norine,Huffman,None,CA,363 Dunbar Drive,91316
San Diego,697,alane.mccarty@hotmail.com,Alane,Mccarty,(619) 377-8586,CA,8254 Hilldale Street,92111
Corona,698,charleen.joyner@aol.com,Charleen,Joyner,None,NY,735 N. John Dr.,11368
Rockville Centre,699,zella.fernandez@yahoo.com,Zella,Fernandez,None,NY,8 Marshall Dr.,11570
Corpus Christi,700,collene.knox@msn.com,Collene,Knox,(361) 760-1523,TX,7 North Branch Lane,78418
Oxnard,701,alysia.nicholson@hotmail.com,Alysia,Nicholson,(805) 493-7311,CA,868 Trusel St.,93035
Merrick,702,sharie.whitaker@hotmail.com,Sharie,Whitaker,None,NY,7 Bayport Lane,11566
Fullerton,703,diana.cobb@hotmail.com,Diana,Cobb,None,CA,558 Vale St.,92831
Bakersfield,704,morton.barron@msn.com,Morton,Barron,(661) 386-4884,CA,542 Circle Rd.,93306
Huntington,705,camille.harvey@hotmail.com,Camille,Harvey,None,NY,859 Beaver Ridge Ave.,11743
Massapequa Park,706,lolita.o'neill@aol.com,Lolita,O'neill,None,NY,36 Prairie Dr.,11762
Woodside,707,terese.briggs@msn.com,Terese,Briggs,None,NY,16 N. Oak Valley St.,11377
Apple Valley,708,majorie.glover@msn.com,Majorie,Glover,None,CA,4 Garden Ave.,92307
Forest Hills,709,vinnie.chan@aol.com,Vinnie,Chan,None,NY,8750 Surrey St.,11375
New Windsor,710,ezra.silva@msn.com,Ezra,Silva,None,NY,8629 Catherine Rd.,12553
Staten Island,711,jovita.bishop@aol.com,Jovita,Bishop,None,NY,8123 Wild Horse St.,10301
Santa Cruz,712,kecia.olsen@msn.com,Kecia,Olsen,None,CA,8389 Central St.,95060
Port Jefferson Station,713,ilona.spears@gmail.com,Ilona,Spears,None,NY,984 Canterbury Lane,11776
Bronx,714,senaida.thompson@msn.com,Senaida,Thompson,None,NY,578 Golf Drive,10451
Sunnyside,715,larae.carney@msn.com,Larae,Carney,None,NY,9322 Glen Ridge Dr.,11104
Coram,716,sebrina.hart@yahoo.com,Sebrina,Hart,None,NY,7679 Pacific St.,11727
Plainview,717,kristofer.craig@yahoo.com,Kristofer,Craig,None,NY,6 Delaware Lane,11803
Selden,718,luciana.mcgee@msn.com,Luciana,Mcgee,None,NY,8002 Cross St.,11784
Endicott,719,nicki.fry@hotmail.com,Nicki,Fry,None,NY,950 Snake Hill Lane,13760
Rochester,720,devin.shaffer@gmail.com,Devin,Shaffer,(507) 557-2191,NY,382 Third Ave.,14606
West Islip,721,erlinda.osborne@yahoo.com,Erlinda,Osborne,None,NY,148 Elm St.,11795
San Antonio,722,camila.carroll@yahoo.com,Camila,Carroll,(210) 436-8676,TX,72 Shub Farm Avenue,78213
Wappingers Falls,723,vicki.wiggins@hotmail.com,Vicki,Wiggins,None,NY,71 Broad Ave.,12590
Ossining,724,lois.steele@yahoo.com,Lois,Steele,None,NY,7501 South Marlborough Street,10562
Rego Park,725,carola.mcpherson@hotmail.com,Carola,Mcpherson,None,NY,578 Shirley Dr.,11374
Port Jefferson Station,726,rochell.cantrell@yahoo.com,Rochell,Cantrell,None,NY,437 Water Dr.,11776
Scarsdale,727,kasha.sullivan@hotmail.com,Kasha,Sullivan,None,NY,48 Foster Rd.,10583
Orchard Park,728,viva.dawson@yahoo.com,Viva,Dawson,None,NY,446 Princess Ave.,14127
Apple Valley,729,hue.dalton@hotmail.com,Hue,Dalton,None,CA,7940 Oakwood Street,92307
Amarillo,730,andria.rivers@aol.com,Andria,Rivers,None,TX,183 Ohio Ave.,79106
Oxnard,731,hilary.savage@yahoo.com,Hilary,Savage,(805) 753-6881,CA,696 Howard Court,93035
Utica,732,lavona.austin@yahoo.com,Lavona,Austin,None,NY,926 South Euclid St.,13501
Huntington,733,doreatha.ford@yahoo.com,Doreatha,Ford,None,NY,9413 Ryan Ave.,11743
Patchogue,734,alina.mcleod@msn.com,Alina,Mcleod,None,NY,20 Winchester Street,11772
Atwater,735,aide.franco@msn.com,Aide,Franco,None,CA,8017 Lake Forest St.,95301
Redondo Beach,736,genny.hensley@yahoo.com,Genny,Hensley,None,CA,8849 Marconi Ave.,90278
Auburn,737,melita.dominguez@msn.com,Melita,Dominguez,None,NY,9903 Santa Clara Lane,13021
Oxnard,738,fannie.jenkins@msn.com,Fannie,Jenkins,(805) 774-5696,CA,7858 E. Pawnee Dr.,93035
Bayside,739,bobbi.banks@yahoo.com,Bobbi,Banks,None,NY,396 Wagon Rd.,11361
Centereach,740,gwenn.melton@yahoo.com,Gwenn,Melton,None,NY,9545 Wakehurst Drive,11720
Saint Albans,741,laci.castro@hotmail.com,Laci,Castro,None,NY,130 Birchpond Street,11412
Mount Vernon,742,evelina.manning@aol.com,Evelina,Manning,None,NY,7515 Spring St.,10550
Longview,743,tania.swanson@yahoo.com,Tania,Swanson,None,TX,8646 Glen Eagles Ave.,75604
Mount Vernon,744,laurel.schultz@hotmail.com,Laurel,Schultz,None,NY,812 E. 1st Lane,10550
Floral Park,745,carolyne.conley@gmail.com,Carolyne,Conley,None,NY,431 Lees Creek Drive,11001
Central Islip,746,eldridge.greer@aol.com,Eldridge,Greer,None,NY,131 E. Madison St.,11722
Forney,747,margret.barnett@gmail.com,Margret,Barnett,None,TX,7509 Depot Rd.,75126
Elmhurst,748,oliva.blackwell@hotmail.com,Oliva,Blackwell,None,NY,54 Ramblewood St.,11373
Upland,749,oralia.farley@hotmail.com,Oralia,Farley,None,CA,747B E. Coffee Street,91784
Monsey,750,romaine.salazar@yahoo.com,Romaine,Salazar,None,NY,7700 Wentworth Rd.,10952
Coachella,751,hermila.mckay@yahoo.com,Hermila,Mckay,None,CA,23 Garfield Dr.,92236
Encino,752,lloyd.miranda@hotmail.com,Lloyd,Miranda,None,CA,9098 Jennings St.,91316
East Elmhurst,753,mandi.gibbs@gmail.com,Mandi,Gibbs,None,NY,80 Sycamore Drive,11369
Valley Stream,754,hue.may@aol.com,Hue,May,None,NY,19 S. Lawrence Dr.,11580
New Hyde Park,755,tomika.wilder@aol.com,Tomika,Wilder,None,NY,142 South Ocean St.,11040
West Babylon,756,graig.roth@aol.com,Graig,Roth,None,NY,7516 Wrangler Street,11704
Levittown,757,lamar.greer@gmail.com,Lamar,Greer,None,NY,7909 Golden Star Ave.,11756
Queensbury,758,raymonde.garcia@aol.com,Raymonde,Garcia,None,NY,55 NE. North St.,12804
Oakland,759,cira.downs@gmail.com,Cira,Downs,(510) 788-4456,CA,672 Sussex Ave.,94603
Amityville,760,marisa.chambers@msn.com,Marisa,Chambers,None,NY,15 E. Rock Creek Ave.,11701
Ronkonkoma,761,rod.hatfield@hotmail.com,Rod,Hatfield,None,NY,7090 Bridge Dr.,11779
Central Islip,762,quyen.houston@gmail.com,Quyen,Houston,None,NY,7758 Homewood Dr.,11722
Elmhurst,763,han.schneider@gmail.com,Han,Schneider,None,NY,40 Holly Street,11373
Selden,764,terrell.mathis@aol.com,Terrell,Mathis,None,NY,9320 Center Ave.,11784
Ossining,765,spring.hayes@hotmail.com,Spring,Hayes,None,NY,8591 Wentworth St.,10562
Schenectady,766,lecia.hancock@hotmail.com,Lecia,Hancock,None,NY,9167 Pineknoll St.,12302
Anaheim,767,twana.arnold@msn.com,Twana,Arnold,(657) 988-1904,CA,47 North Fairground Lane,92806
San Pablo,768,yvone.yates@gmail.com,Yvone,Yates,None,CA,9269 Blue Spring Ave.,94806
Springfield Gardens,769,agatha.melton@yahoo.com,Agatha,Melton,None,NY,89 East Illinois Street,11413
Bay Shore,770,lavonda.stephenson@gmail.com,Lavonda,Stephenson,None,NY,37 Birchwood Dr.,11706
Buffalo,771,agnes.sims@aol.com,Agnes,Sims,(716) 780-9901,NY,170 Queen Lane,14215
Yorktown Heights,772,latricia.lindsey@hotmail.com,Latricia,Lindsey,None,NY,288 Campfire Dr.,10598
Massapequa,773,yolando.wade@hotmail.com,Yolando,Wade,None,NY,310 Wilson Ave.,11758
Lawndale,774,nenita.mooney@hotmail.com,Nenita,Mooney,None,CA,10 W. Bishop Street,90260
Patchogue,775,kermit.hyde@hotmail.com,Kermit,Hyde,None,NY,87 SE. Carson St.,11772
South El Monte,776,angelique.merrill@gmail.com,Angelique,Merrill,None,CA,8490 West High Noon Ave.,91733
Kingston,777,ilda.roberson@aol.com,Ilda,Roberson,None,NY,8853 Lake St.,12401
Victoria,778,corrinne.garrison@yahoo.com,Corrinne,Garrison,None,TX,81 East Glenwood Ave.,77904
Astoria,779,major.merrill@aol.com,Major,Merrill,None,NY,78 Thatcher Court,11102
Merrick,780,ouida.gregory@aol.com,Ouida,Gregory,None,NY,7984 8th Street,11566
Bayside,781,tajuana.riddle@hotmail.com,Tajuana,Riddle,None,NY,24 St Margarets Ave.,11361
Woodside,782,ricki.bullock@hotmail.com,Ricki,Bullock,None,NY,79 Pennington Rd.,11377
Lancaster,783,celestine.kent@aol.com,Celestine,Kent,(717) 890-4260,NY,697 Fordham Street,14086
Ballston Spa,784,debbra.jacobson@yahoo.com,Debbra,Jacobson,None,NY,8316 West Bedford Ave.,12020
Hamburg,785,kandis.mills@hotmail.com,Kandis,Mills,None,NY,64 Beechwood Drive,14075
South Richmond Hill,786,wallace.lane@aol.com,Wallace,Lane,None,NY,901 Liberty St.,11419
Mount Vernon,787,malisa.mitchell@msn.com,Malisa,Mitchell,None,NY,87 Ridgewood Court,10550
Copperas Cove,788,lilliam.nolan@msn.com,Lilliam,Nolan,None,TX,8976 Berkshire Court,76522
Niagara Falls,789,tad.gardner@hotmail.com,Tad,Gardner,None,NY,9745 E. Wilson St.,14304
Howard Beach,790,petronila.gallegos@gmail.com,Petronila,Gallegos,None,NY,8053 Aspen St.,11414
Ballston Spa,791,yun.nelson@hotmail.com,Yun,Nelson,None,NY,529 Durham Street,12020
West Babylon,792,edgar.horn@aol.com,Edgar,Horn,None,NY,7270 W. Cherry Hill Lane,11704
Elmhurst,793,chantay.maynard@gmail.com,Chantay,Maynard,None,NY,7483 1st Ave.,11373
Redondo Beach,794,donette.mccarthy@yahoo.com,Donette,Mccarthy,None,CA,500 NW. Maiden Dr.,90278
Franklin Square,795,mariam.miranda@aol.com,Mariam,Miranda,None,NY,18 East Washington Avenue,11010
Upland,796,rosalie.coffey@gmail.com,Rosalie,Coffey,None,CA,789 Amerige Dr.,91784
Bayside,797,cathey.lamb@msn.com,Cathey,Lamb,None,NY,9621 Ryan Drive,11361
Massapequa Park,798,alyse.jacobson@yahoo.com,Alyse,Jacobson,None,NY,10 West Devon Lane,11762
Huntington,799,india.barron@msn.com,India,Barron,None,NY,834 W. Pleasant Rd.,11743
Pittsford,800,cris.dunn@yahoo.com,Cris,Dunn,None,NY,1 Pawnee Street,14534
Hopewell Junction,801,ophelia.rodgers@gmail.com,Ophelia,Rodgers,None,NY,133 Joy Ridge Drive,12533
Longview,802,barrett.sanders@aol.com,Barrett,Sanders,None,TX,32 Hawthorne St.,75604
Whitestone,803,bernardina.cooper@msn.com,Bernardina,Cooper,None,NY,223 Glen Creek Ave.,11357
Valley Stream,804,douglas.richards@hotmail.com,Douglas,Richards,None,NY,221 Arcadia Lane,11580
Clifton Park,805,phillis.fowler@aol.com,Phillis,Fowler,None,NY,8976 N. Hall Street,12065
Staten Island,806,reyes.merritt@yahoo.com,Reyes,Merritt,None,NY,48 Lexington Rd.,10301
West Islip,807,nathalie.knowles@aol.com,Nathalie,Knowles,None,NY,4 Cactus Street,11795
Rowlett,808,vallie.dixon@yahoo.com,Vallie,Dixon,None,TX,85 E. Ann Drive,75088
Bellmore,809,elnora.simpson@yahoo.com,Elnora,Simpson,None,NY,7157 Shore Ave.,11710
Houston,810,ivelisse.nixon@aol.com,Ivelisse,Nixon,(281) 941-4933,TX,782 Boston Ave.,77016
Staten Island,811,shanti.johnston@gmail.com,Shanti,Johnston,None,NY,722 Alderwood Drive,10301
Woodhaven,812,martha.burgess@msn.com,Martha,Burgess,None,NY,9631 St Margarets Lane,11421
West Hempstead,813,neville.mcclain@yahoo.com,Neville,Mcclain,None,NY,781 Buttonwood Ave.,11552
Lindenhurst,814,ghislaine.compton@aol.com,Ghislaine,Compton,None,NY,8930 Princess St.,11757
Hicksville,815,leanna.manning@yahoo.com,Leanna,Manning,None,NY,39 E. Stillwater Ave.,11801
Vista,816,marshall.johnson@yahoo.com,Marshall,Johnson,None,CA,44 Greenview St.,92083
Lancaster,817,zelda.pratt@gmail.com,Zelda,Pratt,(717) 428-4018,NY,74 Trusel Drive,14086
San Diego,818,joel.wynn@aol.com,Joel,Wynn,(619) 210-6032,CA,7 North Oak Ave.,92111
Endicott,819,yahaira.robertson@yahoo.com,Yahaira,Robertson,None,NY,142 Roehampton Dr.,13760
Schenectady,820,sandy.mills@gmail.com,Sandy,Mills,None,NY,333 Olive Ave.,12302
